(0.012149902576013349+0j)
(-0.016525452936610806+0j)
(0.019713614119866416+0j)
(0.006620548084491797+0j)
(0.01682100653577953+0j)
(0.01837119655059881+0j)
(-0.010341211060028098+0j)
(0.023876347049502433+0j)
(0.015182739644508362+0j)
(0.006532315447127757+0j)
(0.0007407075343712106+0j)
(-0.020135922878311563+0j)
(0.00895986012354087+0j)
(0.026010656502415564+0j)
(-0.00970971668271349+0j)
(-0.014410721047788018+0j)
(-0.019755113743590166+0j)
(-0.0018603532683377118+0j)
(-0.03211554315981634+0j)
(0.03471516125121588+0j)
(0.004960933002619825+0j)
(0.01238754877164754+0j)
(-0.015667598657041266+0j)
(0.010729155185760257+0j)
(0.021188175415144235+0j)
(-0.015997004976867506+0j)
(0.0001530935469595679+0j)
(0.003600343914013942+0j)
(-0.02233550329496812+0j)
(0.021156626779491386+0j)
(-0.027507286984333298+0j)
(0.01988344366988334+0j)
(-0.0243879570702336+0j)
(0.03269843909980294+0j)
(0.002180065786572922+0j)
(-0.002560309106866758+0j)
(-0.03315692850033415+0j)
(0.00709525922460119+0j)
(-0.01410087230255608+0j)
(-0.008042107610798887+0j)
(-0.009752849714519903+0j)
(0.00042493279567075697+0j)
(-0.01848592411224506+0j)
(0.0029589194533818164+0j)
(0.012769038379132845+0j)
(-0.0029131912755977953+0j)
(0.00385510008069937+0j)
(0.024176690925932484+0j)
(-0.002856672991245583+0j)
(-0.0007836997632394947+0j)
(-0.007306360198256125+0j)
(0.0017831891640249127+0j)
(0.006490972555595997+0j)
(-0.007774079066340306+0j)
(-0.016349776205659354+0j)
(0.02316375741244999+0j)
(-0.023131963895921853+0j)
(0.029890234438309404+0j)
(-0.004462833735832197+0j)
(-0.024117817448454374+0j)
(0.022882709896225345+0j)
(-0.009395179033280165+0j)
(-0.009146580236362164+0j)
(-0.039886105856253254+0j)
(-0.016167268736371497+0j)
(-0.02588435838771733+0j)
(0.015834685552825516+0j)
(-0.02088331181706199+0j)
(0.01045460408329514+0j)
(-0.0036078935995685728+0j)
(-0.00765834811942818+0j)
(0.017302789789418606+0j)
(-0.03399144749665925+0j)
(0.005448459298224389+0j)
(0.008498932240305828+0j)
(0.019987529668984025+0j)
(0.012897316165147311+0j)
(-0.0273229554335455+0j)
(0.01817231745049983+0j)
(0.019190743414500083+0j)
(0.022288411801734936+0j)
(0.01089810146334649+0j)
(0.01921405769916481+0j)
(-0.002434712466292821+0j)
(-0.03647173619815269+0j)
(0.017477839630371386+0j)
(0.01612255462462621+0j)
(-0.008242784912799738+0j)
(-0.022183916903678894+0j)
(0.03081580808915978+0j)
(-0.005086444652676236+0j)
(0.006591576181986013+0j)
(0.029175659330827837+0j)
(-0.0007801683067712173+0j)
(0.012863544076708307+0j)
(0.004232386379928377+0j)
(0.00811773323960149+0j)
(0.014749859666094661+0j)
(0.011910351901893254+0j)
(-0.01805780393315299+0j)
(0.023605671126136492+0j)
(-0.031539570030463794+0j)
(-0.0032261349819372367+0j)
(0.021688384209944688+0j)
(0.020877776336407583+0j)
(-0.026044827401009434+0j)
(0.0007658791085989186+0j)
(-0.007820996729812478+0j)
(-0.019133664703499233+0j)
(-0.022179475298323606+0j)
(0.01624873981916347+0j)
(-0.0038001583540694392+0j)
(0.0027837230949003516+0j)
(-0.028032651456924598+0j)
(0.014802638749863404+0j)
(-0.027991078235285776+0j)
(-0.014041430901788818+0j)
(-0.024173926553173266+0j)
(0.009128494140143963+0j)
(0.015249008493511311+0j)
(0.011260948348218142+0j)
(0.005456843125072535+0j)
(-0.04481763391404939+0j)
(-0.014404661429350839+0j)
(0.03080473841657628+0j)
(-0.020314074021341944+0j)
(0.020703686761363006+0j)
(0.003513361856369273+0j)
(-0.016743889266756143+0j)
(-0.0016861240292595715+0j)
(-0.024058019131286724+0j)
(-0.022377639945411646+0j)
(0.04618161739338983+0j)
(-0.011331988037063683+0j)
(-0.011592338388397853+0j)
(0.026087534517323284+0j)
(-0.006409468167857188+0j)
(0.014285610582944683+0j)
(-0.02641196820057809+0j)
(0.027448086202095216+0j)
(-0.004577404172071351+0j)
(-0.019937255340723457+0j)
(0.012840365403068514+0j)
(-0.005276047339883232+0j)
(-0.01463972995947013+0j)
(0.013723418281586349+0j)
(-0.012455607694071856+0j)
(0.02729674551255044+0j)
(-0.0026211560866438513+0j)
(-0.008896594533588332+0j)
(0.00773417789985217+0j)
(-0.03171128566528466+0j)
(-0.0030829752181465065+0j)
(0.04543909929010743+0j)
(0.010648987122995397+0j)
(-0.00037569656391440477+0j)
(-0.0006697064042924042+0j)
(-0.003193225458073672+0j)
(0.021926968947202603+0j)
(0.029319165198298764+0j)
(-0.035528802327106104+0j)
(-0.00222378884797826+0j)
(0.030687911859171038+0j)
(-0.012480034401134989+0j)
(0.03483034846369055+0j)
(0.015623592235718754+0j)
(0.003832969791596374+0j)
(0.01111354167274672+0j)
(0.023589797536548836+0j)
(-0.024572783519073563+0j)
(0.004839225266832781+0j)
(0.025278497995144287+0j)
(0.01869469579412654+0j)
(0.004059084020104756+0j)
(-0.03350054801582364+0j)
(0.01961284427494628+0j)
(0.030632155960954893+0j)
(-0.02274955786087344+0j)
(-0.004565117591909196+0j)
(0.030745109776114454+0j)
(-0.011873246620189758+0j)
(0.03633501223134177+0j)
(-0.002180348385551978+0j)
(0.01756559688401365+0j)
(0.011500716413524407+0j)
(0.014023086054287565+0j)
(0.027481427562091133+0j)
(-0.012175988694362337+0j)
(-0.0137682435245635+0j)
(0.015294665402659311+0j)
(-0.027377758507583+0j)
(0.012569952801834778+0j)
(-0.02379371933267013+0j)
(0.0356374023351982+0j)
(0.0011807606743533781+0j)
(0.00815238772007962+0j)
(0.024332419479565978+0j)
(-0.01816769529671836+0j)
(0.02359597830733467+0j)
(-0.009577068579663738+0j)
(0.012338460895810626+0j)
(0.0076899184790608045+0j)
(0.023683740797113922+0j)
(-0.006584670458282929+0j)
(-0.021206474875133413+0j)
(0.0111439600509528+0j)
(-0.003793491381964765+0j)
(-0.009424925278113819+0j)
(0.003185446524004463+0j)
(-0.003657033327473789+0j)
(0.012678605666864712+0j)
(-0.01890170693191359+0j)
(0.004125365907696629+0j)
(-0.008200585579923206+0j)
(-0.0034566752636028385+0j)
(-0.01132270984531998+0j)
(-0.017622915062121842+0j)
(-0.0017010091995394716+0j)
(0.010336193963002945+0j)
(0.022388328411391118+0j)
(-0.008928737979145767+0j)
(-0.00010511092620586228+0j)
(-0.0140896253908461+0j)
(0.043088572591660226+0j)
(-0.02419033264868889+0j)
(0.017556586197700747+0j)
(-0.011815170845092059+0j)
(-0.023340551102991366+0j)
(0.0021004429593049784+0j)
(-0.018288859482787193+0j)
(0.0009677036023294895+0j)
(-0.02962211495189021+0j)
(0.004811212025589966+0j)
(-0.02328467763794154+0j)
(0.004394906766493109+0j)
(0.01132800439235123+0j)
(-0.017999882609373342+0j)
(0.026475343219736866+0j)
(-0.029700900859616602+0j)
(0.02136084839661946+0j)
(-0.001995712340756078+0j)
(-0.024001209833032666+0j)
(0.03697783542255584+0j)
(-0.024614270091175373+0j)
(0.005689821985542365+0j)
(0.028432651912106643+0j)
(-0.025515562520078017+0j)
(-0.014458032210358589+0j)
(0.03499690036373322+0j)
(-0.002348774183418119+0j)
(-0.0259087277935704+0j)
(-0.0049646770293941996+0j)
(-0.032282154113741496+0j)
(0.03815879430302818+0j)
(0.0012261899131159083+0j)
(-0.0213204214391143+0j)
(0.01982823588808664+0j)
(-0.003983338005411826+0j)
(0.001892006443625087+0j)
(0.006132003606641904+0j)
(0.011554305527354406+0j)
(-0.028278637083402253+0j)
(0.024517270548831658+0j)
(-0.012543513564236594+0j)
(-0.00238545416098797+0j)
(-0.026783231438310327+0j)
(0.015230948768082848+0j)
(-0.003016840018945946+0j)
(0.05457148108974723+0j)
(-0.00782756087702819+0j)
(0.007061542186365722+0j)
(-0.0051033039647267985+0j)
(0.009744924777004923+0j)
(-0.017868906052664345+0j)
(0.0165210121649539+0j)
(-0.044654358900466526+0j)
(0.01874116244247203+0j)
(0.004519602644311193+0j)
(-0.027468590638385172+0j)
(-0.006110797107397713+0j)
(0.008807017473149954+0j)
(-0.0007827131741056578+0j)
(0.03372691807085257+0j)
(-0.02919025743968164+0j)
(0.019948235347201106+0j)
(-0.01894272834327569+0j)
(-0.0032894267528828618+0j)
(-0.03579680380350248+0j)
(0.013470227423018817+0j)
(-0.018654476157431675+0j)
(0.0028207228954936097+0j)
(-0.016806591225398966+0j)
(-0.0004455661599265439+0j)
(-0.002019368961125168+0j)
(0.020873935589702252+0j)
(-0.018823986367109923+0j)
(-0.01531418206220822+0j)
(-0.02517838013654368+0j)
(0.030143856423701487+0j)
(-0.029024774464285502+0j)
(0.01862644808305948+0j)
(0.004737833773894243+0j)
(0.007151931147325944+0j)
(-0.020792209469589533+0j)
(0.00118287767909705+0j)
(-0.023800437667303522+0j)
(0.046156764600729545+0j)
(-0.027679962660687268+0j)
(-0.02331167234406785+0j)
(-0.014237102708392386+0j)
(0.004038349491198865+0j)
(0.00948651989885285+0j)
(0.024233286769577148+0j)
(-0.016894825343609345+0j)
(-0.006172938689442319+0j)
(0.0038887860165877745+0j)
(0.0034562282637330775+0j)
(-0.002113823616732852+0j)
(0.03734698844870287+0j)
(-0.03362199329581024+0j)
(0.011103592686488249+0j)
(0.007415384387233468+0j)
(-0.02039396214511642+0j)
(0.01686219172359496+0j)
(0.020464059364571664+0j)
(0.01591904959364901+0j)
(-0.010393705389033763+0j)
(0.01448927141692818+0j)
(-0.02138451197320098+0j)
(0.037618766490272904+0j)
(-0.009661189154145728+0j)
(0.02175956020084717+0j)
(-0.01346245756002841+0j)
(0.010297653152293283+0j)
(0.02517227656392864+0j)
(-0.034087074257929804+0j)
(0.033287666255212615+0j)
(-0.03294136027019501+0j)
(0.0031491459329542225+0j)
(0.019192105480603565+0j)
(-0.037894718941940075+0j)
(0.002509897161601374+0j)
(0.012826073403199353+0j)
(0.02838259966155459+0j)
(-0.02949852266630469+0j)
(0.0060817842581388755+0j)
(0.0032810246018130386+0j)
(0.006918561209988579+0j)
(-0.014726686461892695+0j)
(0.02066833631150328+0j)
(-0.010777548087050975+0j)
(-0.03215652356772019+0j)
(0.02612074939482454+0j)
(-0.023352945605872942+0j)
(-0.0054465265866943825+0j)
(0.027381239458772043+0j)
(-0.04747469970159651+0j)
(-0.01013577696682413+0j)
(-0.00866196199724542+0j)
(-0.022127472296648014+0j)
(0.013567809453716434+0j)
(0.024700047979883802+0j)
(0.005525830181664397+0j)
(-0.02006957267461681+0j)
(0.02293343588367848+0j)
(-0.0008626840832167688+0j)
(0.020295240090509054+0j)
(0.00012807159688707666+0j)
(0.005276135727438411+0j)
(-0.009369101827894875+0j)
(-0.0035671734914303425+0j)
(-0.01936675729278671+0j)
(0.02989002536579474+0j)
(0.012771138054764843+0j)
(0.007949705545452332+0j)
(0.005474718602320582+0j)
(-0.01762819011959501+0j)
(0.04933074066568505+0j)
(0.016532696597880148+0j)
(0.01559781837358489+0j)
(0.003499301643091853+0j)
(0.00379427738417093+0j)
(-0.010122113731725174+0j)
(-0.02960699815262375+0j)
(0.020251915502710546+0j)
(-0.023415148107669734+0j)
(0.027979839788463023+0j)
(-0.02048966899191608+0j)
(-0.007399628028334701+0j)
(0.002609703343068796+0j)
(-0.020936924597652923+0j)
(0.013102532294153969+0j)
(-0.019489684612086416+0j)
(-0.008245173768458767+0j)
(-0.0013243538638770518+0j)
(0.029544900216175875+0j)
(-0.004564478509625981+0j)
(-0.013077207921429874+0j)
(0.008115918491137283+0j)
(-0.009467482219311969+0j)
(-0.03429976724296607+0j)
(0.0320175999956034+0j)
(-0.036407714542553454+0j)
(0.010617818972463278+0j)
(0.0018082305930557045+0j)
(-0.00028684966599285206+0j)
(-0.04265281627086577+0j)
(0.021057843789481192+0j)
(0.01338591947031163+0j)
(-0.031646599955353204+0j)
(-0.004829377898740904+0j)
(0.005705599547270738+0j)
(0.0007361109577791493+0j)
(0.010063475678057151+0j)
(-0.04101478419690345+0j)
(0.0019729962469376087+0j)
(-0.01336451010923383+0j)
(-0.020045501259275636+0j)
(0.0075752251905377155+0j)
(0.011365682731802705+0j)
(-0.01173341208532663+0j)
(0.0010076292087210816+0j)
(0.01432840913377255+0j)
(-0.04111734316424765+0j)
(0.02032173990463914+0j)
(0.005426573016203497+0j)
(0.008938349701249708+0j)
(-0.014435002974196066+0j)
(-0.011819826110176637+0j)
(0.0029972161914955074+0j)
(0.0028602941078016194+0j)
(-0.005915637837491909+0j)
(0.022155796779114806+0j)
(0.005187993272623698+0j)
(-0.036427872502167016+0j)
(0.003572708313103903+0j)
(-0.010170320387080352+0j)
(-0.011853245829611293+0j)
(-0.0013889950965387027+0j)
(-0.010150426659727877+0j)
(-0.009763826929282973+0j)
(-0.026212058890779624+0j)
(-0.0014759255227630146+0j)
(-0.019310807673662035+0j)
(0.01681632623140288+0j)
(-0.0009274048108979648+0j)
(0.024690970177009677+0j)
(-0.03782127253570115+0j)
(6.711965954190637e-05+0j)
(-0.008738683797579399+0j)
(-0.005143576619453495+0j)
(-0.0185498348804048+0j)
(-0.008111022724729022+0j)
(-0.015757602084673018+0j)
(-0.005638227688864614+0j)
(0.0075086752443568+0j)
(-0.007495568998594394+0j)
(-0.01847719710196099+0j)
(0.003443188384691688+0j)
(0.03113509158892207+0j)
(-0.05018530844447662+0j)
(0.008256060590026468+0j)
(-0.02314894327393542+0j)
(0.038258159040511455+0j)
(-0.013949423710816672+0j)
(0.003013332588443614+0j)
(0.005461738097951974+0j)
(0.012948261531389551+0j)
(0.009124967267967849+0j)
(0.0033851760967047208+0j)
(-0.013713465820109932+0j)
(-0.00526424179662288+0j)
(0.02946735671392348+0j)
(0.009376018988240021+0j)
(-0.018628336469802748+0j)
(-0.01219599520479384+0j)
(0.012405804364846255+0j)
(0.006515458563532943+0j)
(-0.030911422140472142+0j)
(0.007791217299208404+0j)
(-0.011655226513717084+0j)
(0.017579387852616517+0j)
(-0.02112903683957856+0j)
(-0.02556724784668362+0j)
(-0.029863189290515374+0j)
(-0.004114101187063259+0j)
(0.023199083134586223+0j)
(-0.005159650616067893+0j)
(0.01275692470282505+0j)
(-0.006710468913895908+0j)
(0.024337958753322828+0j)
(-0.019415225731070553+0j)
(-0.0025990037230508873+0j)
(-0.029557655388442673+0j)
(-0.015604799395090197+0j)
(0.02329498112323246+0j)
(0.0027476396902717127+0j)
(0.0015126146435554197+0j)
(-0.0035963569897309467+0j)
(0.004976894026400929+0j)
(-0.0008470128606449592+0j)
(-0.016038279410185985+0j)
(-0.004535662190934595+0j)
(-0.01422797645294827+0j)
(0.0033574234097703565+0j)
(-0.006768288338654385+0j)
(0.0028274351635248947+0j)
(-0.019929481982275593+0j)
(0.031195392167071637+0j)
(-0.0275909754554063+0j)
(-0.002921914570502701+0j)
(0.008914965610351976+0j)
(-0.031606453649096464+0j)
(0.004484380179452581+0j)
(-0.01600899762792037+0j)
(-0.011271507400816757+0j)
(-0.011268437395730573+0j)
(0.006601830256824821+0j)
(-0.03293251432075266+0j)
(-0.012384254165001688+0j)
(-0.008461192982871913+0j)
(0.002609534226770966+0j)
(-0.025086769208944586+0j)
(-0.0113714315921201+0j)
(-0.01186159730870917+0j)
(0.030425703911573086+0j)
(-0.002003339209829952+0j)
(0.01870516171976339+0j)
(-0.006166939269522413+0j)
(0.013436945509107956+0j)
(-0.03775366402237439+0j)
(0.015547634593720681+0j)
(0.018476942120713057+0j)
(-0.03581916138484903+0j)
(0.009661967811529996+0j)
(-0.002647427538616418+0j)
(0.028757753845325508+0j)
(-0.026179904418929915+0j)
(-0.03311013166198827+0j)
(0.004072187860004637+0j)
(0.012522008339973157+0j)
(-0.0076812707811470225+0j)
(-0.026997037509674006+0j)
(0.010983655847306208+0j)
(-0.004079891885137553+0j)
(-0.021962982474384413+0j)
(0.0101081127495136+0j)
(-0.026453470388550896+0j)
(0.014322911070329125+0j)
(-0.007439379467661815+0j)
(-0.019494887478307604+0j)
(0.013594576832713036+0j)
(-0.06115694788749386+0j)
(0.000895019134647347+0j)
(-0.015649258463973456+0j)
(-0.031607238130586586+0j)
(-0.025012218156104486+0j)
(0.005652828617714567+0j)
(-0.0008786856855022666+0j)
(-0.008752443266467697+0j)
(0.004137111953753105+0j)
(-0.045708345320243884+0j)
(0.026871820105636712+0j)
(-0.018176344331653112+0j)
(-0.011072327457753687+0j)
(0.024165819577213074+0j)
(-0.021114803410200528+0j)
(0.005637643430079628+0j)
(-0.012223047156289777+0j)
(-0.014608346612662007+0j)
(-0.0038443495272719747+0j)
(0.012762106560060596+0j)
(-0.028782601600524007+0j)
(-0.030682260552289127+0j)
(0.034234606301004396+0j)
(-0.0036937185865115896+0j)
(0.004239306072805317+0j)
(-0.0222715822479405+0j)
(0.008757236848639995+0j)
(0.01115833217330912+0j)
(-0.0029800654027784344+0j)
(0.0046428322030463275+0j)
(0.012133835142269988+0j)
(0.016664828323880443+0j)
(0.0036258128410041803+0j)
(0.009959404525936877+0j)
(-0.01990425898203734+0j)
(0.02658881807928467+0j)
(-0.02291126186035236+0j)
(0.03266447901341935+0j)
(-0.017531797679777736+0j)
(0.006658944048620621+0j)
(0.034614324572128104+0j)
(0.000950997662630567+0j)
(-0.008195996304791111+0j)
(0.010799093769726405+0j)
(-0.00015897486272847556+0j)
(0.011531783483175581+0j)
(0.009409871005889364+0j)
(0.019902275911518576+0j)
(0.023723155957729503+0j)
(-0.0025866949525981953+0j)
(0.027680821909324478+0j)
(-0.0052166735706088065+0j)
(-0.02470527579286918+0j)
(0.018424021259858255+0j)
(-0.003959991005667556+0j)
(0.006671460046500663+0j)
(-0.013281108410416912+0j)
(0.03342740794224651+0j)
(0.010669871405044343+0j)
(0.018918145717032084+0j)
(0.020594947382256965+0j)
(0.023681190583368927+0j)
(-0.00483102797516991+0j)
(0.0007013335468820988+0j)
(0.005384016598548985+0j)
(0.0013364080520387924+0j)
(0.0018327405703924722+0j)
(0.018050116200696263+0j)
(-0.024345210156236925+0j)
(0.024291541444278933+0j)
(-0.002706428642045636+0j)
(0.007938700398208275+0j)
(0.023623721136901917+0j)
(-0.007732503925355259+0j)
(-0.0047673294101379295+0j)
(0.011614658310819495+0j)
(-0.01468952697125954+0j)
(0.000950124780660009+0j)
(0.0054020492875936875+0j)
(0.013689376831947039+0j)
(-0.015241731779812542+0j)
(-0.0017029139288876108+0j)
(0.025394641825372585+0j)
(-0.025593718870588675+0j)
(-0.032569699650492986+0j)
(0.029216609342147187+0j)
(-0.02079499564204387+0j)
(0.008534778628213915+0j)
(0.009547545589141424+0j)
(-0.03267239465946918+0j)
(0.03298875222822208+0j)
(-0.029860949448425787+0j)
(-0.004130717091375073+0j)
(0.0007731239292574632+0j)
(0.009332660646916967+0j)
(0.000862012206726645+0j)
(-0.02902107172625843+0j)
(0.020390225268112638+0j)
(0.011777873627113935+0j)
(-0.01971413055271806+0j)
(0.05580304152633214+0j)
(-0.00758412709090058+0j)
(0.01071340287142971+0j)
(0.019726244346792307+0j)
(0.01946329809581397+0j)
(-0.004745136511431541+0j)
(0.010068798463628032+0j)
(-0.010564779971749646+0j)
(0.06037293842116083+0j)
(-0.009885265507222843+0j)
(-0.0214454935516552+0j)
(0.002363688721062001+0j)
(-0.006256911123265822+0j)
(0.0241833588690226+0j)
(-0.011690076993198604+0j)
(-0.0023408037469632597+0j)
(-0.003359192812293294+0j)
(0.020955922863617082+0j)
(0.017352585444905193+0j)
(-0.010938840379514354+0j)
(-0.02728833573509867+0j)
(0.01884281387164688+0j)
(0.009078402949585469+0j)
(0.014252309047780914+0j)
(-0.0131369123616975+0j)
(-0.038344123629096796+0j)
(0.02115112882402884+0j)
(-0.017941841961871447+0j)
(-0.033775967161233364+0j)
(0.0008858181005945735+0j)
(0.02115516107460633+0j)
(-0.004019352748624637+0j)
(-0.012286675560723912+0j)
(-0.02420457739698526+0j)
(0.008720552522454596+0j)
(0.0038418238389796517+0j)
(0.013325148756751188+0j)
(-0.029415885733979966+0j)
(0.041301854941758184+0j)
(-0.0028070397238486493+0j)
(-0.024704629547858473+0j)
(0.018750778472613135+0j)
(-0.009925291292807394+0j)
(-0.047780081248172304+0j)
(0.017692481365710735+0j)
(-0.011108931393893861+0j)
(0.0023770869464741426+0j)
(0.0034277663344195342+0j)
(0.010699695655889917+0j)
(-0.015259238254335634+0j)
(-0.019797440530884627+0j)
(0.017232507205859796+0j)
(-0.009278834498095382+0j)
(-0.02955766023767826+0j)
(-0.014682386340079597+0j)
(-0.008696412856410407+0j)
(0.00760398256977839+0j)
(0.021544941333079954+0j)
(-0.003767894115105119+0j)
(-0.02711460122999993+0j)
(0.03322962906189553+0j)
(-0.005063256860974946+0j)
(-0.05082173673217681+0j)
(0.05328292118871776+0j)
(-0.005113968167966648+0j)
(0.00853569548726225+0j)
(0.0301502497804069+0j)
(-0.027922979859350338+0j)
(-0.006524735035101645+0j)
(0.05361473487184941+0j)
(0.005181710992049086+0j)
(-0.01798506829826988+0j)
(0.0390606228648857+0j)
(-0.021753301786508+0j)
(0.024296771616563337+0j)
(-0.015600651623291578+0j)
(0.010809400985518828+0j)
(0.0013525116083107612+0j)
(0.026802585068510104+0j)
(0.0011898234819562436+0j)
(-0.03961304766726072+0j)
(0.02808272832075037+0j)
(-0.014278909814860312+0j)
(-5.6442645046636195e-05+0j)
(0.0013359627010325562+0j)
(0.004913468219012437+0j)
(0.030019248581070877+0j)
(-0.026686411921730782+0j)
(-0.011481452120743287+0j)
(0.013750792988396068+0j)
(-0.0032283236975634115+0j)
(-0.001400136693598159+0j)
(0.0032123383655207416+0j)
(-0.03915698573319216+0j)
(0.023965779145149874+0j)
(-0.024816709035597014+0j)
(0.018809973570178613+0j)
(-0.018750439901768938+0j)
(-0.012290371028627192+0j)
(0.027464697069486683+0j)
(-0.036186375086006625+0j)
(-0.017989940562339345+0j)
(0.015609169925989212+0j)
(-0.021376378369494315+0j)
(-0.006005381915506274+0j)
(0.015547553777720805+0j)
(-0.014907676230152728+0j)
(0.003947695728064847+0j)
(-0.010596670782223016+0j)
(0.01570502885454573+0j)
(-0.020802395339566404+0j)
(0.005573206788458627+0j)
(-0.009850596364707375+0j)
(0.009228705727153532+0j)
(-0.010012737482205738+0j)
(0.018900644223955848+0j)
(-0.005327795622831245+0j)
(-0.004733539285282369+0j)
(-0.010063856357425613+0j)
(-0.014822452286464102+0j)
(0.01432819128968602+0j)
(0.005245680402895803+0j)
(-0.02146341447000122+0j)
(0.03246592512599558+0j)
(0.0013921290293428862+0j)
(-0.022768565442350883+0j)
(0.011920054620679844+0j)
(-0.04982661408789486+0j)
(0.038156679875670216+0j)
(-0.02084348407719839+0j)
(-0.02395928401738235+0j)
(-0.019567833400137784+0j)
(0.033039783717713364+0j)
(-0.013503886954674898+0j)
(0.015698316993832707+0j)
(-0.03350927631934827+0j)
(-0.0037579193542102195+0j)
(-0.019973909328787603+0j)
(0.029046594740052632+0j)
(-0.023706834391086833+0j)
(0.007572874171292179+0j)
(0.0046933386751964274+0j)
(0.010212633831134892+0j)
(0.013366666644400038+0j)
(-0.004343241679028935+0j)
(-0.009964711499379393+0j)
(-0.011242806055215835+0j)
(0.020156307007692366+0j)
(0.01089852650768993+0j)
(-0.03544593920449249+0j)
(0.02406967040593424+0j)
(0.02469171840512565+0j)
(-0.02333516270403682+0j)
(0.024077994816726175+0j)
(-0.02618359324775989+0j)
(0.028171775451623027+0j)
(0.013535485217433786+0j)
(0.01225757634325916+0j)
(-0.017428166074402535+0j)
(0.008763313180080012+0j)
(0.05505829302708135+0j)
(0.005081271926717966+0j)
(-0.023617883478019915+0j)
(-0.0015196270155595042+0j)
(0.037602766161975144+0j)
(0.0035451174077180607+0j)
(0.031346398842105924+0j)
(-0.00014517495860835727+0j)
